Test Name	Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	BertScore F1	BLEURT Score	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD10-MT	de	['babelscape_ner', 'mag_el', 'libre_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-babelscape_ner-mag_el-libre_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	a512c217b2ba40e2a9fca4ea81c03271QALD10-MT_de-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140200	0.9103020467	-0.2252221893	21.76	0.21	0.35	0.52	0.61	0	2022-10-14 01:03:13	1.2.7
QALD10-MT	de	['babelscape_ner', 'mag_el', 'opus_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-babelscape_ner-mag_el-opus_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	40cce15dc5714196a2267152fe2ff71eQALD10-MT_de-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140201	0.9444390004	0.1060551895	33.75	0.34	0.39	0.63	0.47	0	2022-10-14 01:03:23	1.2.7
QALD10-MT	de	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-babelscape_ner-mag_el-nllb_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	8cc3bfecfed0450fb52fefa3b4252580QALD10-MT_de-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140202	0.948087742	0.1878014713	33.78	0.34	0.4	0.62	0.47	0	2022-10-14 01:03:33	1.2.7
QALD10-MT	de	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-babelscape_ner-mag_el-mbart_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	f4a1ac522caa425d955e12813f706a26QALD10-MT_de-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140203	0.9433823721	0.08152463661	33.5	0.33	0.39	0.62	0.49	0	2022-10-14 01:03:43	1.2.7
QALD10-MT	de	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-babelscape_ner-mgenre_el-libre_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	5e622db560cd491cb19dda38291d070bQALD10-MT_de-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140204	0.9113925363	-0.1750579187	21.71	0.21	0.35	0.52	0.61	0	2022-10-14 01:03:54	1.2.7
QALD10-MT	de	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-babelscape_ner-mgenre_el-opus_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	4afca049ce1a4278b9f0f4c80e129279QALD10-MT_de-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140205	0.9468687057	0.1691011647	35.07	0.35	0.4	0.64	0.45	0	2022-10-14 01:04:04	1.2.7
QALD10-MT	de	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-babelscape_ner-mgenre_el-nllb_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	449a144d41654a39b5e7fe938d06597fQALD10-MT_de-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140206	0.95037084	0.2470366323	34.6	0.34	0.4	0.63	0.45	0	2022-10-14 01:04:14	1.2.7
QALD10-MT	de	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-babelscape_ner-mgenre_el-mbart_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	38d1266753c94f86a90eecfa1ea3aa8bQALD10-MT_de-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140207	0.946412712	0.1491481193	34.65	0.34	0.39	0.63	0.47	0	2022-10-14 01:04:24	1.2.7
QALD10-MT	de	['flair_ner', 'mag_el', 'libre_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-flair_ner-mag_el-libre_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	27211e15bcd04ec8a2891c9e3e89c5a5QALD10-MT_de-flair_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140208	0.9111382067	-0.2373621441	22	0.22	0.35	0.52	0.61	0	2022-10-14 01:04:34	1.2.7
QALD10-MT	de	['flair_ner', 'mag_el', 'opus_mt']	QALD10-MT_de-en_gold_file	pred_results/QALD10-MT_de-flair_ner-mag_el-opus_mt	4159a9f5637249d3aa9a26b349f2fd19QALD10-MT_de-en_gold_file.txt	34113fcd0c454f8788e6955cad41072cQALD10-MT_de-flair_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140209	0.9455755816	0.1246548417	33.86	0.34	0.39	0.63	0.46	0	2022-10-14 01:04:44	1.2.7
